age,gender,education_type,income_type,family_status,housing_type,family_members,annual_income,credit_amount,annuity_amount,goods_price,ext_source_1,ext_source_2,ext_source_3,employment_years,dti_ratio,lti_ratio,ext_source_mean,TARGET
56,F,Higher education,Pensioner,Civil marriage,House / apartment,1,196043.16,1234791.0,107666.11,1145660.33,0.791,0.4517,0.7935,5.72,0.5492,6.2985,0.6788,1
57,F,Incomplete higher,Working,Single / not married,Rented apartment,2,167917.96,854136.44,41383.86,790369.19,0.8683,0.6903,0.7393,7.16,0.2465,5.0866,0.766,0
23,M,Higher education,Working,Married,House / apartment,3,123431.63,525921.81,44326.63,450198.84,0.7382,0.7546,0.7703,3.5,0.3591,4.2608,0.7543,1
29,M,Secondary / secondary special,Working,Married,Rented apartment,2,235799.65,352050.94,30113.58,389751.92,0.6778,0.7977,0.8029,0.35,0.1277,1.493,0.7595,0
38,F,Higher education,Working,Single / not married,Rented apartment,4,137601.1,174354.39,5911.85,187357.08,0.7538,0.6816,0.6434,3.96,0.043,1.2671,0.6929,0
63,F,Secondary / secondary special,Working,Married,House / apartment,2,60692.44,522659.94,42980.96,421849.34,0.3339,0.8856,0.6557,5.82,0.7082,8.6115,0.6251,1
55,F,Incomplete higher,Working,Married,House / apartment,2,257185.05,350902.38,21480.62,336787.65,0.6374,0.77,0.8312,1.83,0.0835,1.3644,0.7462,0
54,F,Incomplete higher,Working,Married,House / apartment,2,102433.62,125253.47,10552.29,124586.89,0.6006,0.9238,0.8256,2.99,0.103,1.2228,0.7833,0
61,M,Higher education,Pensioner,Single / not married,House / apartment,2,129016.98,616101.92,21293.74,673762.37,0.7515,0.7682,0.7116,4.67,0.165,4.7753,0.7438,0
34,M,Higher education,Working,Married,House / apartment,3,104888.27,337461.59,11348.37,287382.3,0.914,0.8774,0.5778,11.11,0.1082,3.2173,0.7897,0
24,F,Higher education,Working,Married,House / apartment,1,152743.06,294477.09,16174.66,262028.7,0.8625,0.6294,0.7468,14.72,0.1059,1.9279,0.7463,0
49,F,Secondary / secondary special,Pensioner,Married,House / apartment,2,88537.23,338948.12,26879.58,340837.44,0.8549,0.7156,0.5029,0.74,0.3036,3.8283,0.6911,0
61,M,Incomplete higher,Working,Married,House / apartment,4,147973.43,445366.9,15190.13,445469.49,0.8008,0.9476,0.6551,11.27,0.1027,3.0098,0.8012,0
65,M,Secondary / secondary special,Working,Single / not married,Municipal apartment,2,321478.29,574281.67,33750.33,505450.71,0.6198,0.7824,0.9526,1.72,0.105,1.7864,0.7849,0
35,M,Higher education,Working,Married,House / apartment,6,361573.15,210274.92,14766.91,198694.25,0.8259,0.2107,0.8374,5.42,0.0408,0.5816,0.6247,0
48,M,Secondary / secondary special,Working,Married,House / apartment,2,91250.21,194980.42,11396.63,221827.56,0.5775,0.7091,0.4299,0.1,0.1249,2.1367,0.5722,0
62,M,Secondary / secondary special,Pensioner,Married,House / apartment,2,210573.68,1790793.93,70949.86,1874006.65,0.7399,0.5852,0.5257,4.8,0.3369,8.5043,0.6169,1
36,F,Higher education,Working,Married,With parents,3,248733.27,445697.7,21846.78,486196.95,0.8982,0.8569,0.8999,3.92,0.0878,1.7919,0.885,0
32,F,Higher education,Working,Civil marriage,House / apartment,4,164054.59,384462.92,18127.66,334595.58,0.3955,0.6266,0.5935,1.51,0.1105,2.3435,0.5385,0
25,F,Higher education,Working,Single / not married,House / apartment,2,123447.99,385747.64,12606.92,433983.45,0.8381,0.6823,0.8066,6.74,0.1021,3.1248,0.7756,0
54,F,Higher education,Working,Married,House / apartment,4,76789.58,743721.45,33367.28,734678.29,0.7577,0.7529,0.8504,10.33,0.4345,9.6851,0.787,1
62,M,Higher education,Working,Married,House / apartment,1,267514.86,603286.43,45417.81,674195.86,0.6562,0.8543,0.8331,4.58,0.1698,2.2551,0.7812,0
21,F,Incomplete higher,Working,Married,House / apartment,1,259935.33,1838516.27,118175.15,2034836.23,0.7711,0.6209,0.642,25.05,0.4546,7.0729,0.678,1
59,F,Higher education,Commercial associate,Single / not married,With parents,1,144848.44,940724.36,60680.75,995617.39,0.2876,0.6441,0.671,0.74,0.4189,6.4945,0.5342,1
52,F,Incomplete higher,Commercial associate,Married,House / apartment,1,115806.08,419304.45,18695.91,366988.86,0.7334,0.6307,0.5362,1.32,0.1614,3.6207,0.6334,0
46,F,Secondary / secondary special,Pensioner,Married,House / apartment,2,102855.97,733840.37,36499.39,607169.65,0.4754,0.7807,0.6889,4.78,0.3549,7.1346,0.6483,1
37,M,Secondary / secondary special,Pensioner,Single / not married,House / apartment,3,39072.77,877784.7,60792.16,970075.35,0.6169,0.717,0.9406,4.62,1.5558,22.4648,0.7582,1
47,F,Higher education,Commercial associate,Married,With parents,4,85355.81,103707.67,4594.68,92990.51,0.8127,0.8782,0.7288,3.9,0.0538,1.215,0.8066,0
44,M,Higher education,Working,Civil marriage,House / apartment,3,177147.3,319999.76,26981.78,284949.0,0.5362,0.7547,0.5699,1.86,0.1523,1.8064,0.6203,0
55,M,Higher education,Working,Single / not married,Rented apartment,1,132152.84,814730.52,61603.61,916773.84,0.524,0.2746,0.9367,2.36,0.4662,6.165,0.5784,1
66,M,Secondary / secondary special,Working,Married,House / apartment,3,34631.9,405185.28,12709.9,403695.9,0.5746,0.8332,0.5909,2.71,0.367,11.6994,0.6662,1
62,M,Secondary / secondary special,Working,Married,House / apartment,3,377797.23,342080.65,24631.47,280757.1,0.5108,0.6558,0.6079,0.99,0.0652,0.9055,0.5915,0
59,M,Incomplete higher,State servant,Married,House / apartment,2,75748.24,672131.43,22271.9,554920.36,0.9578,0.8812,0.5498,0.25,0.294,8.8731,0.7963,1
46,M,Secondary / secondary special,Pensioner,Married,House / apartment,2,198687.22,893579.34,27788.4,811286.32,0.867,0.7874,0.7069,2.02,0.1399,4.4974,0.7871,0
58,M,Secondary / secondary special,Working,Single / not married,Rented apartment,1,500584.95,488477.83,36025.59,522131.53,0.7733,0.854,0.8413,0.39,0.072,0.9758,0.8228,0
43,M,Secondary / secondary special,Working,Married,House / apartment,3,142806.64,339047.22,18847.49,293476.49,0.7802,0.6592,0.6496,11.57,0.132,2.3742,0.6963,0
42,M,Higher education,Commercial associate,Single / not married,House / apartment,4,233717.62,471214.01,29435.78,489157.92,0.6107,0.7282,0.5831,7.89,0.1259,2.0162,0.6406,0
24,F,Higher education,Working,Civil marriage,House / apartment,1,265170.87,302463.54,16623.28,247700.38,0.8025,0.7395,0.7052,0.73,0.0627,1.1406,0.7491,0
29,F,Incomplete higher,Working,Separated,House / apartment,1,76698.64,1015838.46,55220.4,962588.12,0.7238,0.9247,0.6267,0.17,0.72,13.2444,0.7584,1
24,F,Higher education,Working,Married,With parents,2,191447.38,568527.34,26564.45,472403.67,0.8679,0.7921,0.875,0.42,0.1388,2.9696,0.845,0
27,F,Incomplete higher,Working,Single / not married,House / apartment,2,80068.49,199149.24,17350.64,196983.02,0.776,0.8968,0.8829,4.1,0.2167,2.4872,0.8519,0
43,M,Higher education,Pensioner,Civil marriage,House / apartment,6,98745.91,137603.4,4560.42,141470.62,0.4964,0.7704,0.4681,0.32,0.0462,1.3935,0.5783,0
22,M,Higher education,Working,Married,House / apartment,3,127583.8,327355.78,22546.89,297108.02,0.9103,0.7222,0.5675,9.61,0.1767,2.5658,0.7333,0
44,M,Secondary / secondary special,Pensioner,Married,House / apartment,4,88338.18,139141.59,8005.71,156936.38,0.6991,0.6775,0.728,3.4,0.0906,1.5751,0.7015,0
60,F,Higher education,Commercial associate,Married,House / apartment,2,111631.48,555660.75,34349.45,544626.11,0.9223,0.9168,0.6566,15.6,0.3077,4.9776,0.8319,0
51,F,Incomplete higher,Pensioner,Married,House / apartment,5,120202.76,453276.87,17041.95,516361.97,0.8876,0.5077,0.4439,0.42,0.1418,3.7709,0.6131,1
67,M,Incomplete higher,Working,Married,Rented apartment,4,177645.24,340237.35,12441.98,291296.56,0.6373,0.811,0.4851,2.49,0.07,1.9153,0.6444,0
51,M,Secondary / secondary special,Pensioner,Married,Municipal apartment,2,198471.06,292417.49,10341.64,292631.7,0.8188,0.4853,0.4214,8.62,0.0521,1.4733,0.5751,0
67,F,Lower secondary,Pensioner,Married,House / apartment,4,344451.57,544609.1,21155.99,466334.7,0.6351,0.2992,0.4414,10.43,0.0614,1.5811,0.4586,0
60,M,Higher education,Working,Single / not married,Rented apartment,4,147388.25,1030819.34,83077.86,896241.96,0.8356,0.9022,0.8462,2.8,0.5637,6.9939,0.8613,1
63,M,Secondary / secondary special,Working,Married,House / apartment,2,180635.71,409717.54,14516.19,386453.09,0.8812,0.8386,0.6303,3.69,0.0804,2.2682,0.7833,0
54,F,Incomplete higher,State servant,Married,Municipal apartment,4,556232.54,504032.75,22540.9,415098.4,0.5665,0.6726,0.8892,5.71,0.0405,0.9062,0.7094,0
44,F,Secondary / secondary special,Working,Married,Rented apartment,2,132822.38,1904008.14,141749.89,1540504.31,0.8414,0.8078,0.8243,5.21,1.0672,14.3349,0.8245,1
46,F,Higher education,Commercial associate,Single / not married,House / apartment,4,496987.62,540547.15,44797.52,440901.51,0.8166,0.923,0.7142,7.4,0.0901,1.0876,0.8179,0
36,M,Higher education,Commercial associate,Married,House / apartment,2,301360.26,525528.29,17050.24,585354.29,0.5354,0.8846,0.7327,15.39,0.0566,1.7438,0.7176,0
67,F,Secondary / secondary special,Working,Separated,House / apartment,3,148901.77,857192.7,67739.59,973785.86,0.7418,0.8215,0.5418,0.34,0.4549,5.7567,0.7017,1
33,F,Secondary / secondary special,Commercial associate,Civil marriage,Municipal apartment,4,67908.29,471873.31,33356.39,385944.03,0.5279,0.8373,0.809,3.44,0.4912,6.9486,0.7247,1
35,F,Higher education,Working,Married,Rented apartment,3,138131.2,1895654.06,80533.86,1560444.82,0.705,0.7613,0.5869,0.98,0.583,13.7235,0.6844,1
47,F,Secondary / secondary special,Working,Married,House / apartment,4,60393.97,744847.64,31280.91,812403.47,0.9229,0.7949,0.8266,1.24,0.5179,12.3329,0.8482,1
24,F,Higher education,Commercial associate,Single / not married,House / apartment,3,169831.33,173428.88,12996.05,142040.82,0.7019,0.6968,0.6871,1.71,0.0765,1.0212,0.6953,0
36,F,Secondary / secondary special,Pensioner,Married,House / apartment,4,633918.92,313962.37,18795.38,288975.72,0.9449,0.7982,0.8802,2.22,0.0296,0.4953,0.8744,0
50,M,Incomplete higher,Commercial associate,Married,House / apartment,2,135106.13,290194.95,16951.24,296614.8,0.4502,0.5752,0.6035,4.74,0.1255,2.1479,0.543,0
64,M,Secondary / secondary special,Pensioner,Married,House / apartment,1,248730.32,984675.29,81573.82,1088176.39,0.4912,0.7218,0.9148,2.06,0.328,3.9588,0.7093,1
50,M,Secondary / secondary special,Working,Married,House / apartment,3,143031.22,230251.35,17405.22,248145.63,0.8633,0.8291,0.6132,2.93,0.1217,1.6098,0.7685,0
56,F,Higher education,Commercial associate,Civil marriage,Rented apartment,4,326759.62,353165.79,13432.12,295119.34,0.7653,0.7695,0.6648,1.47,0.0411,1.0808,0.7332,0
23,F,Higher education,Working,Married,Rented apartment,1,81870.6,201730.0,11829.42,220271.47,0.8473,0.8974,0.7541,0.67,0.1445,2.464,0.8329,0
42,M,Higher education,Working,Married,Municipal apartment,3,159466.84,359874.5,12105.13,395324.75,0.7422,0.4501,0.6894,0.27,0.0759,2.2567,0.6272,0
42,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,73628.1,255270.32,20858.87,289612.77,0.8434,0.8826,0.5696,11.05,0.2833,3.467,0.7652,0
32,F,Higher education,Working,Married,House / apartment,6,375475.38,1203322.42,72242.18,969347.1,0.7947,0.6798,0.7584,0.62,0.1924,3.2048,0.7443,0
41,M,Secondary / secondary special,Working,Married,House / apartment,4,166932.58,414271.53,15354.14,469249.66,0.6901,0.4539,0.8221,2.59,0.092,2.4817,0.6554,0
24,M,Secondary / secondary special,Pensioner,Single / not married,Rented apartment,2,221365.8,1282602.37,90913.95,1115167.72,0.6285,0.8014,0.5919,2.7,0.4107,5.794,0.674,1
51,M,Secondary / secondary special,Pensioner,Married,House / apartment,3,222109.64,379492.72,20749.62,409682.03,0.7385,0.6816,0.7547,4.76,0.0934,1.7086,0.7249,0
64,M,Secondary / secondary special,Working,Single / not married,Municipal apartment,4,66817.0,702002.34,36919.56,763928.57,0.7134,0.5179,0.488,7.45,0.5525,10.5062,0.5731,1
51,F,Secondary / secondary special,Working,Married,With parents,3,74508.94,139625.06,4471.97,148216.15,0.7059,0.5837,0.7272,1.03,0.06,1.8739,0.6723,0
43,M,Higher education,Working,Married,House / apartment,6,236145.81,421631.64,17249.22,477578.01,0.6657,0.6565,0.7997,17.24,0.073,1.7855,0.7073,0
40,M,Higher education,Pensioner,Single / not married,Rented apartment,2,202537.02,132266.48,11060.29,123759.25,0.587,0.5993,0.5847,2.97,0.0546,0.653,0.5903,0
35,F,Secondary / secondary special,Working,Single / not married,House / apartment,4,204798.6,213649.43,7447.73,223088.66,0.6528,0.5013,0.6584,12.02,0.0364,1.0432,0.6042,0
43,M,Higher education,Working,Married,House / apartment,1,255435.43,541683.76,45537.23,558449.01,0.6081,0.7292,0.4795,0.63,0.1783,2.1206,0.6056,0
48,M,Higher education,Commercial associate,Married,House / apartment,3,144554.82,921748.15,61577.3,1033136.0,0.6854,0.5113,0.7671,1.05,0.426,6.3764,0.6546,1
36,F,Secondary / secondary special,Working,Single / not married,House / apartment,6,118667.32,485313.02,18918.79,415419.05,0.8278,0.9285,0.616,1.84,0.1594,4.0897,0.7908,0
57,F,Secondary / secondary special,Working,Single / not married,With parents,3,67485.14,617303.3,44323.41,516978.71,0.8283,0.7765,0.7355,7.19,0.6568,9.1471,0.7801,1
41,M,Higher education,Working,Single / not married,House / apartment,2,379492.78,150738.96,6187.34,154846.4,0.5504,0.8805,0.8043,3.63,0.0163,0.3972,0.745,0
35,M,Higher education,State servant,Married,With parents,3,169885.29,163736.3,6666.07,174953.75,0.6079,0.7436,0.6403,4.15,0.0392,0.9638,0.6639,0
37,M,Secondary / secondary special,Pensioner,Married,Rented apartment,2,62383.7,243801.81,16756.94,227272.49,0.7125,0.7888,0.5922,7.54,0.2686,3.908,0.6979,0
57,F,Higher education,Pensioner,Single / not married,House / apartment,3,83275.14,968764.81,86166.74,922196.14,0.8766,0.7003,0.5287,16.5,1.0347,11.6332,0.7019,1
33,M,Higher education,Working,Married,With parents,2,150579.72,252190.48,13403.48,285164.02,0.6965,0.8533,0.5056,4.31,0.089,1.6748,0.6851,0
39,M,Secondary / secondary special,State servant,Married,House / apartment,3,183600.48,121948.75,4519.19,127008.87,0.719,0.7372,0.8129,10.01,0.0246,0.6642,0.7563,0
50,M,Higher education,Commercial associate,Married,House / apartment,2,331953.9,873071.37,75140.23,725219.7,0.6715,0.9861,0.7681,0.26,0.2264,2.6301,0.8086,0
65,F,Higher education,Working,Married,Rented apartment,2,229367.38,449285.83,18634.1,447485.38,0.4525,0.886,0.6927,20.12,0.0812,1.9588,0.6771,0
38,M,Secondary / secondary special,Pensioner,Single / not married,With parents,2,73933.94,734399.36,65433.65,622283.72,0.9009,0.6803,0.8716,6.31,0.885,9.933,0.8176,1
34,M,Incomplete higher,Commercial associate,Married,House / apartment,4,172469.26,231313.01,14179.11,240477.93,0.6946,0.7127,0.3378,0.67,0.0822,1.3412,0.5817,0
56,M,Incomplete higher,Commercial associate,Civil marriage,House / apartment,4,135788.23,229510.09,19186.51,240567.09,0.5715,0.8907,0.8129,6.51,0.1413,1.6902,0.7583,0
56,M,Incomplete higher,Commercial associate,Married,Rented apartment,3,149276.63,395320.33,17680.34,420384.25,0.8591,0.7559,0.7342,10.59,0.1184,2.6482,0.7831,0
40,F,Secondary / secondary special,Pensioner,Married,House / apartment,2,291617.77,252386.27,19470.83,282404.02,0.8073,0.6909,0.9154,4.0,0.0668,0.8655,0.8045,0
39,F,Secondary / secondary special,State servant,Single / not married,House / apartment,4,364062.56,73138.49,5903.64,63033.28,0.4679,0.7788,0.7191,1.46,0.0162,0.2009,0.6552,0
65,F,Incomplete higher,Working,Single / not married,House / apartment,4,364583.27,248552.88,9721.35,251179.87,0.6275,0.6902,0.9021,1.99,0.0267,0.6817,0.7399,0
64,F,Secondary / secondary special,State servant,Married,House / apartment,1,181711.46,219855.92,10176.26,240960.51,0.6643,0.6036,0.7248,8.25,0.056,1.2099,0.6642,0
27,M,Higher education,Pensioner,Separated,House / apartment,2,241161.58,109995.41,4560.61,101491.88,0.7472,0.9879,0.5616,0.21,0.0189,0.4561,0.7656,0
64,F,Secondary / secondary special,Working,Married,House / apartment,3,179777.96,309156.85,24990.38,339029.02,0.8855,0.7633,0.8466,19.32,0.139,1.7196,0.8318,0
24,M,Incomplete higher,Working,Married,House / apartment,4,117935.15,184036.65,14768.1,178399.88,0.7833,0.9436,0.7668,10.54,0.1252,1.5605,0.8312,0
54,M,Lower secondary,Working,Separated,House / apartment,3,80687.57,309015.94,17472.18,327965.85,0.7662,0.4398,0.8435,4.39,0.2165,3.8297,0.6832,0
22,F,Higher education,Pensioner,Married,House / apartment,2,77176.61,305301.13,24204.78,260719.33,0.9317,0.6939,0.7924,0.23,0.3136,3.9558,0.806,0
25,F,Lower secondary,Commercial associate,Single / not married,With parents,3,215161.94,362178.18,31146.0,407946.44,0.6756,0.8762,0.6287,0.62,0.1448,1.6833,0.7268,0
30,F,Secondary / secondary special,Working,Married,House / apartment,2,212248.56,187983.26,14017.18,210520.23,0.7492,0.7685,0.6294,10.42,0.066,0.8857,0.7157,0
52,F,Higher education,Working,Married,Rented apartment,1,219212.18,626466.48,23961.89,615996.26,0.9163,0.964,0.6368,6.56,0.1093,2.8578,0.839,0
62,F,Lower secondary,State servant,Separated,House / apartment,4,263256.33,435416.64,34457.99,468556.94,0.5717,0.757,0.5495,22.51,0.1309,1.654,0.626,0
61,M,Incomplete higher,Pensioner,Married,Municipal apartment,1,391063.47,293655.28,9069.99,322542.87,0.2099,0.9479,0.696,1.35,0.0232,0.7509,0.618,0
33,F,Secondary / secondary special,Working,Separated,House / apartment,3,210968.31,326703.18,14208.96,352076.18,0.5373,0.9449,0.9683,18.99,0.0674,1.5486,0.8168,0
59,F,Incomplete higher,Commercial associate,Married,Rented apartment,2,133664.66,694381.54,36104.71,784207.45,0.7105,0.626,0.5902,1.47,0.2701,5.1949,0.6422,1
25,F,Secondary / secondary special,State servant,Married,Municipal apartment,2,70783.88,1015778.01,33068.84,997706.27,0.6506,0.8146,0.5845,0.33,0.4672,14.3502,0.6832,1
30,F,Secondary / secondary special,Working,Married,Municipal apartment,1,203654.63,265622.76,8731.89,302025.46,0.84,0.7544,0.7661,1.02,0.0429,1.3043,0.7868,0
30,F,Lower secondary,Working,Single / not married,House / apartment,3,107945.96,583059.05,19553.01,618566.7,0.7295,0.7391,0.7251,7.61,0.1811,5.4013,0.7312,1
58,F,Lower secondary,Commercial associate,Single / not married,House / apartment,5,106525.12,253568.99,19643.77,216121.11,0.7724,0.3918,0.6091,4.85,0.1844,2.3803,0.5911,0
47,M,Higher education,Commercial associate,Civil marriage,House / apartment,3,127411.07,549108.65,19737.11,505689.98,0.6244,0.96,0.5556,4.33,0.1549,4.3097,0.7133,0
41,F,Higher education,Working,Married,House / apartment,2,209415.32,270401.95,15645.14,225409.59,0.4483,0.3655,0.6427,2.72,0.0747,1.2912,0.4855,0
28,M,Secondary / secondary special,State servant,Married,House / apartment,5,180341.82,105605.76,7964.19,116666.05,0.4757,0.7531,0.5161,0.36,0.0442,0.5856,0.5816,0
21,M,Incomplete higher,Commercial associate,Separated,House / apartment,2,396315.7,720188.34,61336.25,794773.97,0.4835,0.8593,0.4853,2.64,0.1548,1.8172,0.6094,0
48,M,Secondary / secondary special,Working,Married,House / apartment,2,124292.59,727881.04,54134.03,620421.48,0.2613,0.6758,0.9217,0.24,0.4355,5.8561,0.6196,1
59,M,Lower secondary,Working,Married,House / apartment,3,71828.28,611762.75,40458.32,644956.53,0.9559,0.8678,0.5687,1.56,0.5633,8.5169,0.7974,1
34,M,Secondary / secondary special,Commercial associate,Married,House / apartment,5,80308.67,463584.84,21222.37,488600.66,0.7125,0.764,0.6778,1.3,0.2643,5.7725,0.7181,1
41,M,Secondary / secondary special,Working,Civil marriage,With parents,4,55711.29,1039371.89,77139.34,1179524.68,0.7959,0.4542,0.8577,4.03,1.3846,18.6561,0.7026,1
50,M,Incomplete higher,Commercial associate,Married,House / apartment,2,251348.58,1444526.2,46553.56,1591640.77,0.7994,0.8964,0.7345,5.49,0.1852,5.7471,0.8101,1
41,M,Higher education,Working,Single / not married,House / apartment,2,259893.01,300302.09,23627.2,310399.01,0.5827,0.8283,0.3118,10.82,0.0909,1.1555,0.5743,0
29,M,Secondary / secondary special,Commercial associate,Married,Rented apartment,3,107486.27,690745.37,26802.74,734214.7,0.6638,0.7106,0.731,10.88,0.2494,6.4263,0.7018,0
37,M,Secondary / secondary special,Pensioner,Single / not married,Rented apartment,4,115718.96,638852.9,41938.15,537498.8,0.9363,0.7794,0.4951,3.86,0.3624,5.5207,0.737,1
25,F,Secondary / secondary special,Pensioner,Separated,Municipal apartment,2,197541.72,1152495.12,92946.71,1111167.74,0.8129,0.7222,0.7638,6.86,0.4705,5.8342,0.7663,1
51,M,Secondary / secondary special,Pensioner,Single / not married,House / apartment,4,80163.1,379505.89,31517.45,387354.07,0.6757,0.9707,0.5222,8.41,0.3932,4.7341,0.7229,1
60,M,Incomplete higher,Working,Married,With parents,3,94330.39,172314.34,10683.44,144592.15,0.716,0.9293,0.4682,19.62,0.1133,1.8267,0.7045,0
58,M,Higher education,Working,Single / not married,House / apartment,3,181895.33,315420.02,16276.16,318489.29,0.7229,0.6397,0.6174,4.99,0.0895,1.7341,0.66,0
63,M,Higher education,Pensioner,Single / not married,House / apartment,1,268558.84,655764.49,48221.46,632108.35,0.8699,0.9474,0.4976,0.48,0.1796,2.4418,0.7717,0
39,F,Incomplete higher,Working,Married,With parents,2,131465.67,350965.51,29754.97,322340.58,0.5965,0.5878,0.6243,1.67,0.2263,2.6696,0.6029,0
56,M,Higher education,Working,Civil marriage,House / apartment,2,61287.98,168069.64,5542.55,184618.54,0.9328,0.8587,0.71,6.82,0.0904,2.7422,0.8338,1
53,M,Higher education,Commercial associate,Single / not married,House / apartment,3,153832.04,838263.41,45460.02,781256.96,0.8724,0.8173,0.6466,1.65,0.2955,5.4492,0.7788,1
33,M,Higher education,Pensioner,Single / not married,House / apartment,3,132797.78,167765.4,8471.12,183579.91,0.7476,0.8599,0.4587,6.1,0.0638,1.2633,0.6887,0
34,F,Higher education,Pensioner,Single / not married,House / apartment,2,112610.82,319632.49,19926.1,266505.18,0.8515,0.7065,0.7566,4.12,0.1769,2.8384,0.7715,0
53,F,Secondary / secondary special,Commercial associate,Married,House / apartment,4,202598.74,283150.13,15476.3,267112.31,0.8386,0.9172,0.8249,3.43,0.0764,1.3976,0.8602,0
49,M,Secondary / secondary special,State servant,Civil marriage,House / apartment,4,180022.33,465199.19,15795.45,483217.74,0.6762,0.7172,0.6422,14.61,0.0877,2.5841,0.6785,0
63,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,62683.91,392994.55,14737.33,326935.51,0.8519,0.7719,0.494,0.95,0.2351,6.2694,0.7059,0
56,M,Secondary / secondary special,Commercial associate,Married,Rented apartment,1,82969.01,642735.48,19303.77,549809.58,0.823,0.7288,0.5735,0.07,0.2327,7.7466,0.7084,1
64,F,Higher education,Working,Married,With parents,2,189131.59,852636.81,69672.27,792906.42,0.8201,0.9025,0.5863,1.58,0.3684,4.5081,0.7696,0
30,M,Higher education,Working,Single / not married,House / apartment,3,181068.75,437683.54,35023.46,353973.81,0.7884,0.8042,0.7968,4.42,0.1934,2.4172,0.7965,0
51,M,Incomplete higher,Pensioner,Married,House / apartment,3,184975.83,483051.06,31979.56,402740.5,0.8897,0.3756,0.5504,0.78,0.1729,2.6114,0.6052,0
26,M,Secondary / secondary special,Working,Married,With parents,3,163165.9,1192869.98,57639.74,1204596.31,0.5765,0.767,0.6673,0.81,0.3533,7.3107,0.6703,1
21,M,Higher education,Commercial associate,Single / not married,House / apartment,3,180983.53,324733.53,18850.16,269864.9,0.6042,0.672,0.6556,0.35,0.1042,1.7943,0.6439,0
27,M,Secondary / secondary special,State servant,Single / not married,Rented apartment,2,139615.02,511132.11,35687.23,415429.65,0.4574,0.9389,0.8827,4.71,0.2556,3.661,0.7597,0
47,M,Higher education,Working,Married,House / apartment,2,201020.98,220300.23,16721.18,225190.04,0.2202,0.6632,0.7748,8.8,0.0832,1.0959,0.5527,0
41,M,Higher education,Working,Married,Rented apartment,1,83448.8,785204.11,38795.62,761616.44,0.4622,0.5421,0.449,17.9,0.4649,9.4093,0.4844,1
48,M,Higher education,Pensioner,Married,House / apartment,2,115982.77,416457.06,21194.73,365290.27,0.4822,0.55,0.8871,1.98,0.1827,3.5906,0.6398,1
36,F,Lower secondary,Working,Single / not married,Municipal apartment,2,191048.18,1200557.27,102275.64,1237004.88,0.8592,0.6048,0.3362,4.81,0.5353,6.284,0.6001,1
66,M,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,3,432874.0,600860.02,26360.25,615420.27,0.6534,0.7313,0.585,5.79,0.0609,1.3881,0.6565,0
43,F,Higher education,Working,Single / not married,House / apartment,3,103131.88,234339.14,16253.54,236489.82,0.6083,0.6602,0.6218,7.03,0.1576,2.2722,0.6301,1
40,F,Secondary / secondary special,Commercial associate,Single / not married,House / apartment,2,67866.04,390551.98,33444.79,317017.95,0.8515,0.6503,0.2671,1.29,0.4928,5.7547,0.5896,1
58,F,Incomplete higher,Working,Married,Municipal apartment,3,127768.88,1241938.2,85911.27,1187762.61,0.9012,0.8842,0.7826,1.09,0.6724,9.7201,0.856,1
45,F,Secondary / secondary special,Working,Married,House / apartment,3,157865.83,3287732.83,157368.78,2916482.04,0.956,0.7844,0.6369,0.1,0.9968,20.826,0.7924,1
48,M,Higher education,Working,Single / not married,House / apartment,4,118076.8,759376.48,36140.3,673852.53,0.5987,0.8145,0.8814,3.92,0.3061,6.4312,0.7649,1
25,M,Higher education,Working,Single / not married,With parents,1,343344.22,83784.35,5782.24,81997.95,0.9222,0.8266,0.7285,7.87,0.0168,0.244,0.8258,0
41,F,Higher education,Working,Married,House / apartment,2,135083.58,703931.77,34473.23,668928.32,0.6635,0.8835,0.7594,0.62,0.2552,5.211,0.7688,1
38,F,Secondary / secondary special,Working,Married,House / apartment,2,136003.89,1308591.31,98273.56,1421652.82,0.7024,0.7387,0.4447,4.32,0.7226,9.6216,0.6286,1
67,M,Secondary / secondary special,Commercial associate,Married,House / apartment,2,262565.68,595550.63,52511.59,670320.98,0.648,0.8101,0.879,0.76,0.2,2.2682,0.7791,0
26,M,Higher education,Working,Married,House / apartment,2,237610.3,2760745.87,211250.35,2289940.14,0.852,0.6921,0.8029,3.88,0.8891,11.6187,0.7823,1
49,F,Secondary / secondary special,Commercial associate,Single / not married,Municipal apartment,5,447622.49,355197.83,26895.19,374525.18,0.5741,0.907,0.5027,4.05,0.0601,0.7935,0.6613,0
39,F,Secondary / secondary special,State servant,Single / not married,House / apartment,4,117523.04,557465.91,25573.85,568642.63,0.6853,0.721,0.4226,10.04,0.2176,4.7434,0.6096,0
53,M,Incomplete higher,Working,Married,House / apartment,3,208692.76,88903.27,6425.01,87048.25,0.7423,0.865,0.8128,0.51,0.0308,0.426,0.8067,0
21,F,Secondary / secondary special,Commercial associate,Married,House / apartment,2,207256.34,417875.23,31249.03,420939.87,0.7765,0.7959,0.462,4.19,0.1508,2.0162,0.6781,0
65,M,Secondary / secondary special,Working,Married,House / apartment,2,339943.06,237204.31,19193.77,255156.27,0.7708,0.8377,0.3073,2.36,0.0565,0.6978,0.6386,0
